,Unnamed: 0,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
27,27,CHEMBL380454,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC[C@H](C(N)=O)C1,inactive,429.8830000000003,3.481700000000002,2.0,6.0,5.0
28,28,CHEMBL382822,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(=O)N(C)C,inactive,457.93700000000035,4.227100000000004,1.0,6.0,5.0
29,29,CHEMBL383760,CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,inactive,443.91000000000014,3.884900000000002,2.0,6.0,5.0
30,30,CHEMBL207235,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,inactive,459.90900000000033,3.249100000000001,2.0,7.0,5.0
31,31,CHEMBL208292,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,inactive,429.8830000000003,3.624200000000002,2.0,6.0,5.0
32,32,CHEMBL207584,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O,inactive,429.8830000000003,3.624200000000002,2.0,6.0,5.0
33,33,CHEMBL382638,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@H]1C(N)=O,inactive,429.8830000000003,3.624200000000002,2.0,6.0,5.0
34,34,CHEMBL206955,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,inactive,429.8830000000003,3.624200000000002,2.0,6.0,5.0
35,35,CHEMBL215652,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3Cl)cn12,inactive,356.78800000000007,4.967200000000003,0.0,5.0,5.0
36,36,CHEMBL213423,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,inactive,358.32300000000004,4.592000000000002,0.0,5.0,5.0
37,37,CHEMBL213451,CCNc1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,inactive,323.331,3.622200000000002,1.0,6.0,5.0
38,38,CHEMBL212382,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3F)cn12,inactive,354.36,4.627000000000003,0.0,5.0,5.0
39,39,CHEMBL212968,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,inactive,372.35,4.766100000000003,0.0,5.0,5.0
40,40,CHEMBL214198,CC(C)c1nnc2ccc(-c3c[nH]nc3-c3cc(F)ccc3F)cn12,inactive,339.349,4.188000000000002,1.0,4.0,5.0
41,41,CHEMBL379929,CC(C)c1nnc2ccc(-c3ocnc3-c3ccccc3)cn12,inactive,304.353,4.174700000000003,0.0,5.0,5.0
42,42,CHEMBL395080,COc1cc(-c2ccc3c(c2)Nc2ccc(CC(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N,inactive,549.6310000000002,5.271500000000002,4.0,7.0,4.301029995663981
43,43,CHEMBL389745,COc1cc(-c2ccc3c(c2)Nc2ccc(C(C)(C)C(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N,inactive,577.6850000000002,6.006600000000003,4.0,7.0,5.0
47,47,CHEMBL324153,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)ccn1,active,401.4700000000001,3.1693000000000016,0.0,7.0,6.552841968657781
48,48,CHEMBL1271480,O=c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)c[nH]1,active,417.4690000000002,2.4626,1.0,7.0,7.221848749616356
49,49,CHEMBL1271481,O=c1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc[nH]1,active,417.46900000000016,2.4626,1.0,7.0,6.568636235841013
50,50,CHEMBL1271532,c1cc(-c2cnc3c(-c4cn[nH]c4)cnn3c2)ccc1OCCN1CCOCC1,active,390.44700000000034,2.4974,1.0,7.0,6.853871964321762
51,51,CHEMBL1271533,Nc1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)ccn1,active,416.4850000000002,2.751500000000001,1.0,8.0,6.657577319177793
57,57,CHEMBL478629,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,active,399.4980000000001,4.323000000000003,0.0,6.0,7.3872161432802645
59,59,CHEMBL3361128,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21,inactive,254.24099999999999,2.7140000000000013,2.0,4.0,4.709965388637482
60,60,CHEMBL3741589,O=C(O)C1CN(Cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)C1,inactive,366.24400000000014,4.0888000000000035,1.0,3.0,5.0
61,61,CHEMBL478629,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,active,399.4980000000001,4.323000000000003,0.0,6.0,6.638272163982407
63,63,CHEMBL4078893,FC(F)(F)CNc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc2ccoc12,inactive,427.81400000000025,4.430600000000002,2.0,7.0,5.0
64,64,CHEMBL4066664,FC(F)(F)CNc1nc(Nc2ccc3cn[nH]c3c2)nc2ccoc12,inactive,348.2880000000001,3.8169000000000004,3.0,6.0,5.0
65,65,CHEMBL4069365,CC1(C)OCC(=O)Nc2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc21,inactive,421.37900000000013,4.144400000000002,3.0,7.0,5.0
